price,min_to_metro,floor,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms,reg_ЗАО,reg_САО,reg_СВАО,reg_СЗАО,reg_ЦАО,reg_ЮАО,reg_ЮВАО,reg_ЮЗАО
14550000.0,5.0,4.0,2024.0,1.0,0.0,,2.0,False,False,False,True,False,False,False,False
36841600.0,19.0,4.0,2023.0,1.0,0.0,3.0,2.0,False,False,True,False,False,False,False,False
37160243.0,15.0,20.0,2023.0,1.0,0.0,3.15,2.0,False,False,False,False,False,True,False,False
41305307.0,4.0,3.0,2024.0,1.0,1.0,3.0,2.0,False,False,False,False,True,False,False,False
26600000.0,11.0,6.0,2024.0,1.0,0.0,,2.0,False,False,False,False,False,False,False,False
38150000.0,15.0,12.0,2023.0,1.0,0.0,,2.0,False,False,False,False,False,True,False,False
28000000.0,16.0,2.0,2024.0,1.0,0.0,2.87,2.0,False,False,False,False,False,True,False,False
13050000.0,8.0,17.0,2022.0,1.0,0.0,,2.0,False,True,False,False,False,False,False,False
26993838.0,9.0,4.0,2022.0,1.0,0.0,3.12,2.0,True,False,False,False,False,False,False,False
14180992.0,10.0,3.0,2022.0,1.0,0.0,2.7,2.0,True,False,False,False,False,False,False,False
38951100.0,13.0,2.0,2021.0,1.0,0.0,3.1,2.0,False,False,False,False,False,False,False,True
36740000.0,27.0,8.0,2023.0,1.0,0.0,3.0,2.0,True,False,False,False,False,False,False,False
31171960.0,19.0,21.0,2023.0,1.0,0.0,3.0,2.0,False,False,False,False,False,False,True,False
